n ,m ,kymin          ,frequency(kHz)           ,location(r/a)            ,omega_GENE    ,Drive
2,15,0.070381762568404754,10.299537203424247,0.91615738574339356,0.75593828077753777,0.99852746677109405
3,23,0.10557264385260713,15.432761512009602,0.92117260561274039,1.1701856158536204,0.99745816752142147
4,30,0.14076352513680951,20.599074406848494,0.91615738574339356,1.5118765615550755,0.99852746677109405
4,31,0.14076352513680951,20.500255212526632,0.92356793450556263,1.5793002187232204,0.99373726708417198
5,37,0.1759544064210119,25.640548911021742,0.91296361388629721,1.8442451253751377,0.99432787493522734
5,38,0.1759544064210119,25.776121702037567,0.91920144954468863,1.9293941077029677,0.9995853210865403
5,39,0.1759544064210119,25.563133097735143,0.92499016103567588,1.9881615550706015,0.99132572777454164
6,45,0.21114528770521426,30.898611610272734,0.91615738574339356,2.2678148423326125,0.9985274667710935
6,46,0.21114528770521426,30.865523024019204,0.92117260561274039,2.3403712317072407,0.99745816752142147
7,52,0.24633616898941663,35.95460704917452,0.91388681356373913,2.6011384900444177,0.9959299831071543
7,53,0.24633616898941663,36.093749815299091,0.91835310389514735,2.6868352651474119,0.99978418884291431
7,54,0.24633616898941663,35.950518316739732,0.92254492945758648,2.7507805843408968,0.99581672665523036
8,59,0.28152705027361902,40.95410324159635,0.91216517092202309,2.9310575580674247,0.99261248724159312
8,60,0.28152705027361902,41.198148813696989,0.91615738574339356,3.0237531231101511,0.99852746677109405
8,61,0.28152705027361902,41.223753183948411,0.91994998982369558,3.1007957835464643,0.99914804482378849
8,62,0.28152705027361902,41.000510425053264,0.92356793450556263,3.1586004374464407,0.99373726708417198
9,67,0.31671793155782141,46.268206603968991,0.91441079175904394,3.3583643613224901,0.99681016340429518
9,68,0.31671793155782141,46.396098555703553,0.91785407704247612,3.4426092389726959,0.99956548950538693
9,69,0.31671793155782141,46.298284536028795,0.92117260561274039,3.5105568475608604,0.99745816752142091
9,70,0.31671793155782141,46.058618038999882,0.92436637746983674,3.5672436018724598,0.99229475148261048
10,74,0.3519088128420238,51.281097822043485,0.91296361388629721,3.6884902507502755,0.99432787493522734
10,75,0.3519088128420238,51.497686017121246,0.91615738574339356,3.7796914038876896,0.99852746677109394
10,76,0.3519088128420238,51.552243404075135,0.91920144954468863,3.8587882154059354,0.9995853210865403
10,77,0.3519088128420238,51.381564974090139,0.92214570797544937,3.9211094158927433,0.9962759083049888
10,78,0.3519088128420238,51.126266195470286,0.92499016103567588,3.9763231101412031,0.99132572777454164
11,81,0.38709969412622613,56.298554135643684,0.91179090078251956,4.019888760511602,0.9923773808055586
11,82,0.38709969412622613,56.575214353626635,0.91471020787064683,4.1142821811940813,0.99725408406570837
11,83,0.38709969412622613,56.691571617881351,0.91755466093087334,4.198413932648088,0.99930511928165
11,84,0.38709969412622613,56.628006412768777,0.92027435727793194,4.2685393313423807,0.99818465228692033
11,85,0.38709969412622613,56.446560190366604,0.9229191995970899,4.3297954318445599,0.99498629080661138
11,86,0.38709969412622613,56.166270174030871,0.92548918788834722,4.382978440102745,0.9900456049124936
12,89,0.42229057541042853,61.636429189703087,0.9135125434242356,4.4486058987697907,0.9959293361768442
12,90,0.42229057541042853,61.797223220545469,0.91615738574339356,4.5356296846652251,0.9985274667710935
12,91,0.42229057541042853,61.835270422044992,0.9187024226920173,4.6134919638639973,0.99914223833769711
12,92,0.42229057541042853,61.731046048038408,0.92117260561274039,4.6807424634144814,0.99745816752142147
12,93,0.42229057541042853,61.500765637579875,0.92356793450556263,4.7379006561696597,0.99373726708417143
13,96,0.45748145669463086,66.614279045510699,0.91246458703362587,4.7764405639420016,0.993564990682407
13,97,0.45748145669463086,66.930821465689192,0.91493476995434886,4.8743022679506849,0.99828628274263276
13,98,0.45748145669463086,67.043285241600117,0.9173300988471712,4.9578475495253143,0.99996370193962958
13,99,0.45748145669463086,66.964697584597474,0.9196505737120928,5.0271451482766647,0.99879155167670719
13,100,0.45748145669463086,66.796273450527934,0.92192114589174734,5.0898939941134662,0.99627947280119811
13,101,0.45748145669463086,66.617589891021225,0.92411686404350113,5.1509320777745087,0.99361437259024943
14,103,0.49267233797883325,71.636277702255697,0.91156633869881754,5.1079275920399665,0.99214986196747945
14,104,0.49267233797883325,71.90921409834904,0.91388681356373913,5.2022769800888353,0.9959299831071543
14,105,0.49267233797883325,72.09676042396967,0.91615738574339356,5.2915679654427592,0.99852746677109339
14,106,0.49267233797883325,72.187499630598182,0.91835310389514735,5.3736705302948238,0.99978418884291431
14,107,0.49267233797883325,72.092785760242393,0.9204739680190005,5.4413704424218343,0.99847241837669221
14,108,0.49267233797883325,71.901036633479464,0.92254492945758648,5.5015611686817936,0.99581672665523036
14,109,0.49267233797883325,71.584203486247745,0.92459093955353888,5.5525436836351751,0.99142864322354785
15,111,0.52786321926303559,76.921646733065174,0.91296361388629721,5.5327353761254088,0.99432787493522723
15,112,0.52786321926303559,77.178842305249972,0.91510942935278383,5.6268606028373958,0.99765251419601586
15,113,0.52786321926303559,77.320215246505128,0.91718039079136982,5.712315380302555,0.99947997190423932
15,114,0.52786321926303559,77.328365106112685,0.91920144954468863,5.7881823231089014,0.99958532108654063
15,115,0.52786321926303559,77.163807560047971,0.92117260561274039,5.8509280792680993,0.99745816752142136
15,116,0.52786321926303559,77.012303538221317,0.92309385899552487,5.9141784412294021,0.99549975037273752
15,117,0.52786321926303559,76.689399293205369,0.92499016103567588,5.9644846652118,0.99132572777454142
16,118,0.56305410054723803,81.9082064831927,0.91216517092202309,5.8621151161348495,0.99261248724159312
16,119,0.56305410054723803,82.272784463829183,0.91418622967534191,5.9632802453951976,0.99703066060530054
16,120,0.56305410054723803,82.396297627393977,0.91615738574339356,6.0475062462203022,0.99852746677109405
16,121,0.56305410054723803,82.453822270418399,0.91807863912617815,6.1269985229376456,0.99922458469665709
16,122,0.56305410054723803,82.447506367896821,0.91994998982369558,6.2015915670929287,0.99914804482378849
16,123,0.56305410054723803,82.274845256286852,0.92177143783594595,6.2631658312431373,0.99705563451713342
16,124,0.56305410054723803,82.001020850106528,0.92356793450556263,6.3172008748928814,0.99373726708417198
16,125,0.56305410054723803,81.684140695896801,0.92533947983254583,6.367871327170457,0.98989712442286049
17,125,0.59824498183144037,86.886193633067478,0.91144158198564962,6.1905157948399516,0.99100113303509485
17,126,0.59824498183144037,87.318698254198594,0.91336283536843421,6.2962973908117625,0.99593416729130757
17,127,0.59824498183144037,87.469387178522794,0.91523418606595164,6.3821675104592419,0.99765288563419841
17,128,0.59824498183144037,87.594156484191515,0.91705563407820201,6.4661487157463142,0.9990759716058073
17,129,0.59824498183144037,87.597084489297089,0.91885213074781869,6.5419257617355777,0.99910936766398206
17,130,0.59824498183144037,87.556879511722173,0.92059872473216831,6.6139733078163578,0.9986508002361274
17,131,0.59824498183144037,87.378577500882031,0.92232036737388434,6.6758883859173812,0.99661713427175991
17,132,0.59824498183144037,87.091569710733211,0.92399210733033332,6.7283854046705258,0.99334359870374378
18,133,0.63343586311564282,92.293223287900929,0.91261429508942726,6.6238830333004666,0.99419050077067128
18,134,0.63343586311564282,92.536413207937983,0.91441079175904394,6.7167287226449801,0.99681016340429518
18,135,0.63343586311564282,92.695834830818242,0.91615738574339356,6.8034445269978407,0.99852746677109361
18,136,0.63343586311564282,92.792197111407106,0.91785407704247612,6.8852184779453918,0.99956548950538693
18,137,0.63343586311564282,92.695334998625412,0.91952581699892499,6.9531197144764931,0.99852208253593111
18,138,0.63343586311564282,92.596569072057591,0.92117260561274039,7.0211136951217208,0.99745816752142091
18,139,0.63343586311564282,92.359914528454397,0.92279444288392209,7.0786995601806604,0.99490890452211511
18,140,0.63343586311564282,92.117236077999763,0.92436637746983674,7.1344872037449196,0.99229475148261048
19,140,0.66862674439984515,97.21522797388343,0.91194060883832095,6.9479206031143637,0.99209440092290357
19,141,0.66862674439984515,97.550533465194206,0.91366225148003699,7.0473335438605238,0.99551623829819103
19,142,0.66862674439984515,97.787576815992807,0.91533399143648597,7.1395588157754704,0.997935297390111
19,143,0.66862674439984515,97.878692670996799,0.91695582870766768,7.2207131378101499,0.99886514687427874
19,144,0.66862674439984515,97.93136349816065,0.91857766597884949,7.3006835628297662,0.99940265970853626
19,145,0.66862674439984515,97.821492811487019,0.92014960056476414,7.3676226841682571,0.99828141465931675
19,146,0.66862674439984515,97.751546066194777,0.9216965838080452,7.437648865317338,0.99756759877045353
19,147,0.66862674439984515,97.522808837110091,0.92319366436605921,7.4942638262658132,0.99523330476130412
19,148,0.66862674439984515,97.158730106103093,0.9246907449240731,7.5413136412213593,0.99151783262740967
