x/a,n,m,gamma(kHz),gamma(cs/a),kHz_to_cs_a,nu_ei(kHz),omn(kHz),omega*/omega*_max,omega_plasma(kHz),omega_lab(kHz),omega_star_plasma(kHz),omega_star_lab(kHz),nu,eta,shat,beta,ky,mu,xstar,zeff
0.8235130505449636,1,6,0.0,0.0,0.04937431628909197,42.785141243515326,4.298079328317042,0.7931411821765386,0.0,7.56887906270611,9.626796934941117,17.19567599764723,9.954479192981367,1.2397904272070728,0.10459722949729164,0.04794752788565773,0.07477797830479004,-9.929454178818597,23.47715783273303,3.030229869782936
0.8702219639549988,1,7,0.0,0.0,0.05750311329817368,56.14746020007139,4.474590422668031,0.9729850606358659,0.0,6.1752700208426745,11.77958988622987,17.954859907072546,12.548066950581983,1.6325515351204234,0.08499354821574137,0.028530081182402228,0.07070632154641195,-2.9988284432673673,23.47715783273303,3.030229869782936
0.9040310332234806,1,8,0.0,0.0,0.06813948443505972,67.46761993208638,3.9540649128597947,0.9850881651944219,0.0,4.994783748334784,11.907082252525088,16.901866000859872,17.062850868396627,2.011352245078151,0.07762748456773728,0.016873159921390518,0.06553364513938251,2.017730248865066,23.47715783273303,3.030229869782936
0.7933718286436161,2,11,0.0,0.0,0.04626697741748114,35.34446833160817,7.703447904373704,0.6757050644754921,0.0,16.655248262243965,16.433652457406623,33.08890071965059,4.588136217750109,1.133285336826418,0.12888531079440646,0.060969733968060616,0.15213613227137804,-14.401781042358058,23.47715783273303,3.030229869782936
0.8235130505449636,2,12,0.0,0.0,0.04937431628909197,42.785141243515326,8.596158656634085,0.7931411821765386,0.0,15.13775812541222,19.253593869882234,34.39135199529446,4.9772395964906835,1.2397904272070728,0.10459722949729164,0.04794752788565773,0.14955595660958007,-9.929454178818597,23.47715783273303,3.030229869782936
0.8489384686885673,2,13,0.0,0.0,0.05310808618908381,49.80283350536117,9.020623687424958,0.9008391866609253,0.0,13.69302346314816,21.83789031958411,35.53091378273227,5.520996688376208,1.4208847499122301,0.09225721241326068,0.037124615316204465,0.14590862464486654,-6.156853952041501,23.47715783273303,3.030229869782936
0.8702219639549988,2,14,0.0,0.0,0.05750311329817368,56.14746020007139,8.949180845336063,0.9729850606358659,0.0,12.350540041685349,23.55917977245974,35.90971981414509,6.274033475290992,1.6325515351204234,0.08499354821574137,0.028530081182402228,0.1414126430928239,-2.9988284432673673,23.47715783273303,3.030229869782936
0.8883865413922348,2,15,0.0,0.0,0.06255438646666148,61.9524557920516,8.516191402489978,0.9990599362609657,0.0,11.113289976756871,24.168070986792294,35.28136096354916,7.274666909663144,1.8378966423565815,0.0805453749513516,0.021879472790171273,0.13630590811241905,-0.30358510166410313,23.47715783273303,3.030229869782936
0.9040310332234806,2,16,0.0,0.0,0.06813948443505972,67.46761993208638,7.908129825719589,0.9850881651944219,0.0,9.989567496669569,23.814164505050176,33.803732001719744,8.531425434198313,2.011352245078151,0.07762748456773728,0.016873159921390518,0.13106729027876501,2.017730248865066,23.47715783273303,3.030229869782936
0.7822435298290458,3,16,0.0,0.0,0.04535134677613213,32.7842005383502,10.97415614822378,0.6371877291876527,0.0,25.74511360472463,23.26143062971322,49.006544234437854,2.9874005887602095,1.1196555175204241,0.13996182614129316,0.06575037261763834,0.22913422748193066,-16.052987814823787,23.47715783273303,3.030229869782936
0.8039262465776145,3,17,0.0,0.0,0.04723619127974708,37.865572771693714,12.073707663108257,0.7145939225654623,0.0,24.214641334647556,26.05231273074613,50.26695406539369,3.1362008943941584,1.157772364354167,0.11926294446974747,0.05641291365482727,0.2271212729334622,-12.835726188651769,23.47715783273303,3.030229869782936
0.8235130505449636,3,18,0.0,0.0,0.04937431628909197,42.785141243515326,12.894237984951129,0.7931411821765385,0.0,22.706637188118336,28.880390804823357,51.58702799294169,3.318159730993788,1.2397904272070728,0.10459722949729164,0.04794752788565773,0.22433393491437018,-9.929454178818597,23.47715783273303,3.030229869782936
