n ,m ,kymin          ,frequency(kHz)           ,location(r/a)            ,omega_GENE    ,Drive
14,99,0.52528765682870093,93.958300478816767,0.88999104541051532,7.0256929830582679,0.99196133146966514
14,100,0.52528765682870093,94.182538169880928,0.89228915083452098,7.1218683937977723,0.99432871271709244
14,101,0.52528765682870093,94.379602413604772,0.89451231803817854,7.2152047284159755,0.99640921128500171
14,102,0.52528765682870093,94.547918760555007,0.89671050583505341,7.3072120437446255,0.99818620498090738
14,103,0.52528765682870093,94.60976485486033,0.89880877600479769,7.388935330807116,0.99883914286655096
14,104,0.52528765682870093,94.620307194973606,0.90088206676775928,7.4670837208007637,0.99895044323791016
14,105,0.52528765682870093,94.637268277989193,0.90290539871715547,7.5451375798828311,0.99912950925342525
14,106,0.52528765682870093,94.600967392336912,0.90485379244620379,7.6172539154082788,0.99874626397672628
14,107,0.52528765682870093,94.510339320659455,0.90677720676846929,7.6850516577814449,0.99778946141440272
14,108,0.52528765682870093,94.42959413858928,0.90867564168395221,7.7536244552775111,0.99693699709876571
14,109,0.52528765682870093,94.242199737003176,0.91049913837908703,7.811274628781681,0.99495858753665134
14,110,0.52528765682870093,94.033758005877274,0.91229765566743926,7.8668473423127745,0.99275797156033208
14,111,0.52528765682870093,93.821194168097605,0.91407119354900879,7.9216714443988652,0.99051383659331271
