n ,m ,kymin          ,frequency(kHz)           ,location(r/a)            ,omega_GENE    ,Drive
2,15,0.07504109383267156,13.519609753998461,0.90290539871715547,1.0778767971261192,0.99912950925342547
3,22,0.11256164074900735,20.280123270852293,0.89810935261488301,1.5783296099482762,0.99916442263741845
3,23,0.11256164074900735,20.242322841835691,0.90742667134481869,1.6514765833142862,0.99730206493231988
4,29,0.15008218766534312,26.997679549994782,0.89561141193661598,2.0751863430572279,0.99759456118139211
4,30,0.15008218766534312,27.039219507996922,0.90290539871715547,2.1557535942522383,0.99912950925342547
4,31,0.15008218766534312,26.955570399465355,0.90959987973491097,2.2238777416240159,0.996038580806622
5,36,0.18760273458167892,33.707847894771426,0.8940876681228731,2.5715326644428318,0.9964342503342325
5,37,0.18760273458167892,33.811001257178063,0.90005774634393121,2.6571983539681647,0.99948355634925856
5,38,0.18760273458167892,33.793480142065398,0.90562815405646646,2.731807785111199,0.99896561645416915
5,39,0.18760273458167892,33.644224054668186,0.91087382948082707,2.7940068141004368,0.99455347249239068
6,43,0.22512328149801469,40.403847904748652,0.89303853303800107,3.0664953558889518,0.99531168585400964
6,44,0.22512328149801469,40.560246541704586,0.89810935261488301,3.1566592198965524,0.99916442263741845
6,45,0.22512328149801469,40.558829261995378,0.90290539871715547,3.2336303913783571,0.99912950925342525
6,46,0.22512328149801469,40.484645683671381,0.90742667134481869,3.3029531666285723,0.99730206493231988
6,47,0.22512328149801469,40.345803398211103,0.91172312931143784,3.3652930109061958,0.99388181274408582
7,50,0.26264382841435047,47.091269084940464,0.89228915083452098,3.5609341968988861,0.99432871271709244
7,51,0.26264382841435047,47.273959380277503,0.89671050583505341,3.6536060218723128,0.99818620498090738
7,52,0.26264382841435047,47.310153597486803,0.90088206676775928,3.7335418604003818,0.99895044323791016
7,53,0.26264382841435047,47.300483696168456,0.90485379244620379,3.8086269577041394,0.99874626397672628
7,54,0.26264382841435047,47.21479706929464,0.90867564168395221,3.8768122276387555,0.99693699709876571
7,55,0.26264382841435047,47.016879002938637,0.91229765566743926,3.9334236711563872,0.99275797156033208
8,57,0.30016437533068624,53.794603407545189,0.89171462447851957,4.0564042572156138,0.99388548710082447
8,58,0.30016437533068624,53.995359099989564,0.89561141193661598,4.1503726861144559,0.99759456118139211
8,59,0.30016437533068624,54.07524165333038,0.89933334354723382,4.2343387099812855,0.99907043618388092
8,60,0.30016437533068624,54.078439015993844,0.90290539871715547,4.3115071885044767,0.99912950925342547
8,61,0.30016437533068624,54.013866703554662,0.90630259803959856,4.3814565351766133,0.99793649954359198
8,62,0.30016437533068624,53.91114079893071,0.90959987973491097,4.4477554832480317,0.996038580806622
8,63,0.30016437533068624,53.711876075756834,0.91274728498952729,4.5040129953232881,0.99235705322004808
9,64,0.33768492224702201,60.494209534606256,0.89126499515643154,4.5515833954329885,0.99347952895047775
9,65,0.33768492224702201,60.695461004523466,0.8947621121060052,4.6458208629334692,0.99678462570390447
9,66,0.33768492224702201,60.840369812556872,0.89810935261488301,4.7349888298448288,0.99916442263741834
9,67,0.33768492224702201,60.860040132834094,0.90133169608984731,4.8137437097738571,0.99948746282049805
9,68,0.33768492224702201,60.821021295040865,0.90442914253089834,4.8867242373217827,0.99884666733132255
9,69,0.33768492224702201,60.72696852550709,0.90742667134481869,4.9544297499428591,0.99730206493232021
9,70,0.33768492224702201,60.587781627497094,0.91029930312482565,5.0166482712580889,0.99501623733105293
9,71,0.33768492224702201,60.40687815799042,0.91309699668448474,5.0746245691023359,0.99204531011250352
10,71,0.37520546916335784,67.178564102428197,0.89091528346147408,5.0458978362241238,0.99292933753739332
10,72,0.37520546916335784,67.415695789542852,0.8940876681228731,5.1430653288856636,0.9964342503342325
10,73,0.37520546916335784,67.577107608796396,0.89713515575035885,5.2337969987566275,0.99881998948932604
10,74,0.37520546916335784,67.622002514356126,0.90005774634393121,5.3143967079363295,0.99948355634925856
10,75,0.37520546916335784,67.598048769992303,0.90290539871715547,5.3893839856305954,0.99912950925342536
10,76,0.37520546916335784,67.586960284130797,0.90562815405646646,5.4636155702223981,0.99896561645416915
10,77,0.37520546916335784,67.4350022436101,0.90830095058221216,5.5264438768602568,0.9967196083930614
10,78,0.37520546916335784,67.288448109336372,0.91087382948082707,5.5880136282008737,0.99455347249239068
10,79,0.37520546916335784,67.041376281746338,0.9133717701590941,5.6400120577168797,0.99090163995665692
11,78,0.41272601607969361,73.886783261344505,0.89061553058008214,5.5416637389481895,0.99279984399076537
11,79,0.41272601607969361,74.089182077248211,0.8935131417668718,5.636212335110387,0.99551943068792026
11,80,0.41272601607969361,74.250151430554155,0.89631083532653077,5.7270976350945757,0.99768233915132121
11,81,0.41272601607969361,74.353730187608534,0.89900861125905907,5.8127690583904217,0.99907410327076618
11,82,0.41272601607969361,74.389984889027005,0.90163144897123937,5.8928033623754024,0.99956124941955538
11,83,0.41272601607969361,74.354997153016456,0.90415436905628899,5.9657847021720389,0.99909112719580129
11,84,0.41272601607969361,74.303830069931806,0.90660235092099062,6.0365667998605375,0.99840360677791784
11,85,0.41272601607969361,74.147096814917845,0.90900037397212685,6.0984017354439111,0.99629761780048953
11,86,0.41272601607969361,73.959873336894915,0.91132345880291521,6.1563395747466991,0.99378193865507169
11,87,0.41272601607969361,73.781393154942492,0.91359658482013806,6.2142847001500314,0.99138374118352857
12,85,0.45024656299602939,80.565267361812985,0.89036573651225537,6.0352216485279735,0.99232568477395788
12,86,0.45024656299602939,80.807695809497304,0.89303853303800107,6.1329907117779037,0.99531168585400964
12,87,0.45024656299602939,80.993038649984371,0.89561141193661598,6.225559029171686,0.99759456118139234
12,88,0.45024656299602939,81.120493083409173,0.89810935261488301,6.3133184397931048,0.99916442263741845
12,89,0.45024656299602939,81.166231758443004,0.90053235507280194,6.3940713519757342,0.99972778776372984
12,90,0.45024656299602939,81.117658523990755,0.90290539871715547,6.4672607827567141,0.99912950925342525
12,91,0.45024656299602939,81.100921917530826,0.90517852473437843,6.5410462164482279,0.99892336378888469
12,92,0.45024656299602939,80.969291367342763,0.90742667134481869,6.6059063332571446,0.99730206493231988
12,93,0.45024656299602939,80.866711198396061,0.90959987973491097,6.6716332248720471,0.99603858080662189
12,94,0.45024656299602939,80.691606796422207,0.91172312931143784,6.7305860218123916,0.99388181274408582
12,95,0.45024656299602939,80.431916402636531,0.91377144066761673,6.7805903159352674,0.99068319556969864
13,92,0.48776710991236522,87.292741348980158,0.890165901257994,6.5328296382679243,0.992481467374833
13,93,0.48776710991236522,87.523990501587065,0.89263886252947833,6.6297159714650054,0.99511067221777583
13,94,0.48776710991236522,87.687551117697453,0.89503688558061456,6.7209989273166935,0.99697028709265989
13,95,0.48776710991236522,87.779401811700666,0.89735997041140292,6.8060664795370451,0.99801459054968233
13,96,0.48776710991236522,87.915662810631801,0.89960811702184318,6.893690721476708,0.99956382034903624
13,97,0.48776710991236522,87.890651623396423,0.90183128422550074,6.9692862278054912,0.99927945375194516
13,98,0.48776710991236522,87.861411272405434,0.90395453380202762,7.0423009525192697,0.99894700335561648
13,99,0.48776710991236522,87.829018451299788,0.9060528039717719,7.1153582814727976,0.99857871071035731
13,100,0.48776710991236522,87.708001214552866,0.90810111532795079,7.1804873239180376,0.99720279602549167
13,101,0.48776710991236522,87.568122795688367,0.91007448846378169,7.2422070098117226,0.99561243769485219
13,102,0.48776710991236522,87.373733903701464,0.9120228821928299,7.2992696791602265,0.99340231839078263
13,103,0.48776710991236522,87.091409968975242,0.91392131710831281,7.3477214973535903,0.99019241492478971
